40665,10/18/2018,AKU-1823008,S096765010,Nefrasas,1,vnt.,1.00 vnt.,Siauliu servisas,1.96
194838,10/19/2018,AKU-1823110,14025,Lemput? 12V 10W Ba15s,1,vnt.,1.00 vnt.,Klaipedos servisas,0.22
196113,10/19/2018,AKU-1823110,L3893,Autolemput? 4W 12V BA9S,2,vnt.,2.00 vnt.,Klaipedos servisas,0.82
282297,10/19/2018,AKU-1823097,A0004200284,Rankinio stabdžio kranas (naudotas),1,vnt.,1.00 vnt.,Klaipedos servisas,60
437156,10/19/2018,AKU-1823069,A9738880314,Kronšteinas (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,15
458706,10/18/2018,AKU-1823011,A9425280382,Gofra tarp filtro korp ir paemimo (naudota),1,vnt.,1.00 vnt.,Siauliu servisas,9.3
466232,10/15/2018,AKU-1822611,A9704700224,AdBlue matuokl? 25L bako (naudota),1,vnt.,1.00 vnt.,Vilniaus realizacija,130
467676,10/19/2018,AKU-1823038,A0005429125,?tampos keitiklis 24v/12v 18A (naudotos),1,vnt.,1.00 vnt.,Siauliu realizacija,10
480136,10/18/2018,AKU-1822985,15291,Kryžm? 48x126 FEBI,1,vnt.,1.00 vnt.,Kauno servisas,33.7
496257,10/17/2018,AKU-1822835,A9417600559,Dur? rankena d.p. (naudota),1,vnt.,1.00 vnt.,Klaipedos servisas,42.75
521411,10/15/2018,AKU-1822637,A9425001103SU,Aušinimo Radiatorius su d?ž?s aušinimo(naudotas),1,vnt.,1.00 vnt.,Vilniaus realizacija,180
522202,10/18/2018,AKU-1822920,2.52122E+11,Žvak?s tinkliukas Hydronic I D5W I EBERSPACHER,1,vnt.,1.00 vnt.,Klaipedos servisas,12.45
531027,10/18/2018,AKU-1822920,2.52122E+11,Žvak?s tinkliukas Hydronic I D5W I EBERSPACHER,1,vnt.,1.00 vnt.,Klaipedos servisas,12.45
532592,10/17/2018,AKU-1822867,A0005016415,Kamštis išsipl?timo bakelio (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,3.6
539374,10/17/2018,DKS-0007954,3377301,Šarnyras pr. apat. svirties LMI,1,vnt.,1.00 vnt.,Vilniaus realizacija,12.63
539485,10/20/2018,AKU-1823125,A0078300661,Aut.šildytuvas AIRTOP 2000 ST (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,285
542861,10/19/2018,AKU-1823091,A0004463232,Dur? valdymo blokas k.p.  (naudotas) PJM,1,vnt.,1.00 vnt.,Vilniaus servisas,100
548836,10/19/2018,AKU-1823078,A0229977647,Riebokšlis alk?ninio pr. 78x104x11,1,vnt.,1.00 vnt.,Vilniaus servisas,23.93
561562,10/15/2018,AKU-1822641,BM04B3017R,Galinio sparno pr.d.p. dalis IŠPARDAVIMAS,1,vnt.,1.00 vnt.,Vilniaus servisas,18.22
561648,10/19/2018,AKU-1823098,A9463560152,Šaiba prie guolio (naudota),1,vnt.,1.00 vnt.,Kauno realizacija,5
567931,10/17/2018,AKU-1822899,A0002510464,Sankabos cilindro oro vamzdelis (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,18.6
571216,10/18/2018,AKU-1823005,A0004291697 ,Filtras oro sausintuvo MP4,1,vnt.,1.00 vnt.,Kauno servisas,89.65
575315,10/16/2018,AKU-1822737,12416,Tiesi jungtis 0.5 - 1.5 mm² 6.3x0.8 Raud. BERNER,6,vnt.,6.00 vnt.,Siauliu servisas,1.3
582229,10/20/2018,AKU-1823148,08-02-02-0319,Ling?s pagalv? KANCA,1,vnt.,1.00 vnt.,Klaipedos servisas,42.99
582638,10/17/2018,AKU-1822859,N308765024011,Varžtas su veržle M24x2x180(naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,2.79
584890,10/16/2018,AKU-1822777,A9438172714,"Skai?ius ""5"" (naudotas)",1,vnt.,1.00 vnt.,Kauno realizacija,2.48
588362,10/16/2018,AKU-1822777,A9438172714,"Skai?ius ""5"" (naudotas)",1,vnt.,1.00 vnt.,Kauno realizacija,2.48
591505,10/19/2018,AKU-1823078,001HL19790000,Pagrindiniai ind?klai STD MAHLE,5,vnt.,5.00 vnt.,Vilniaus servisas,61.78
596331,10/19/2018,AKU-1823095,A9434600049,Vairo kontaktai (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,45
597153,10/19/2018,AKU-1823038,A0005429125,?tampos keitiklis 24v/12v 18A (naudotos),4,vnt.,4.00 vnt.,Siauliu realizacija,60
602535,10/20/2018,AKU-1823143,A9438100210,Skydelis nuo saul?s k.p. (naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,36
604844,10/19/2018,AKU-1823069,A9738880214,Kronšteinas (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,15
607488,10/18/2018,AKU-1823001,A9738840215,Kapoto laikiklis AT k.p(naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,4.55
608270,10/19/2018,AKU-1823051,A5419900300,?siurbimo kolektoriaus varžt I-eil? nuo turbinos (naudotas),1,vnt.,1.00 vnt.,Klaipedos realizacija,4.5
620690,10/18/2018,AKU-1822940,1687408,Resiveris  (naudotas),1,vnt.,1.00 vnt.,Klaipedos servisas,90
626204,10/18/2018,AKU-1822992,A9608201021,Pos?kio žibintas pr. k.p. sparne MP4,1,vnt.,1.00 vnt.,Siauliu realizacija,30.05
627181,10/20/2018,AKU-1823144,409111,Veržl? M10x1.25 934-10c,2,vnt.,2.00 vnt.,Klaipedos servisas,0.43
627701,10/16/2018,AKU-1822815,001 AS 18750 000,Pusžiedži? kompl. (2vnt) 2.15mm MAHLE,1,vnt.,1.00 vnt.,Vilniaus servisas,7.88
643220,10/18/2018,AKU-1822992,A9606663528,Pakopa,1,vnt.,1.00 vnt.,Siauliu realizacija,18.02
651006,10/17/2018,AKU-1822826,DIN50916,Apkaba Dinex,1,vnt.,1.00 vnt.,Kauno servisas,5.4
651584,10/17/2018,AKU-1822826,A0029870940,Laikiklis/pagalv?l? (naudota),2,vnt.,2.00 vnt.,Kauno servisas,6
653334,10/15/2018,AKU-1822655,A0180946402,Oro filtro korpusas su davikliu (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,219.83
656412,10/18/2018,AKU-1822920,2.52122E+11,Žvak?s tinkliukas Hydronic I D5W I EBERSPACHER,1,vnt.,1.00 vnt.,Klaipedos servisas,12.45
659076,10/16/2018,AKU-1822751,97535,Varžtas M8 x 50 Berner,2,vnt.,2.00 vnt.,Klaipedos servisas,0.46
659675,10/17/2018,AKU-1822841,A94388417227C72,Apdaila k.p. kampo vidin?,1,vnt.,1.00 vnt.,Siauliu realizacija,95.82
662175,10/18/2018,AKU-1822909,II379830061,!Stabdži? diskas BPW 430X45 /ABS/ 22.5' ECO PLUS,1,vnt.,1.00 vnt.,Siauliu servisas,72
665029,10/19/2018,AKU-1823078,671,Varinis žiedas 18x24x1.5,8,vnt.,8.00 vnt.,Vilniaus servisas,4.22
667689,10/20/2018,AKU-1823140,A0014705594,Kuro pompel? Webasto (naudota),1,vnt.,1.00 vnt.,Klaipedos realizacija,38.02
669098,10/17/2018,AKU-1822871,16139,Sujungimas tiesus M16x1.5/T10x1 RAUFOSS,1,vnt.,1.00 vnt.,Siauliu servisas,2.48
672283,10/16/2018,AKU-1822715,9027299A,Kuro vamzdelis 5x1.5 JUODAS,2.15,m.,2.15 m.,Klaipedos servisas,6.43
