7857,10/9/2018,AKU-1822253,L6411,Lemput? 24V 10W OSRAM,1,vnt.,1.00 vnt.,Kauno servisas,0.45
7995,10/13/2018,AKU-1822558,913.864,Tarpin? galvut?s ELRING AKCIJA,1,vnt.,1.00 vnt.,Siauliu realizacija,34.85
67949,10/10/2018,AKU-1822308,A2118801283,Bamperis W211 galinis ,1,vnt.,1.00 vnt.,Kauno realizacija,413.22
72388,10/12/2018,AKU-1822524,A0009102374,Troselis ,1,vnt.,1.00 vnt.,Siauliu realizacija,48.44
152089,10/9/2018,AKU-1822144,A0040910501,Siurblys kuro AT (naudotas),1,vnt.,1.00 vnt.,Siauliu servisas,90
195935,10/14/2018,AKU-1822602,KTDET,Kuro vamzdelis,1,vnt.,1.00 vnt.,Siauliu servisas,16.51
214270,10/9/2018,AKU-1822196,3702415,Veržl? 8.8,3,vnt.,3.00 vnt.,Klaipedos servisas,5.94
267805,10/9/2018,AKU-1822170,A9402900016,Sankabos pedalas (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,18
293129,10/14/2018,AKU-1822589,KC 429,Filtras kuro AKCIJA,1,vnt.,1.00 vnt.,Siauliu servisas,26.21
363354,10/10/2018,AKU-1822263,A9438200056,Priešr?kinis žibintas K,1,vnt.,1.00 vnt.,Vilniaus realizacija,104.34
400876,10/9/2018,AKU-1822138,145769,Varžtas,16,vnt.,16.00 vnt.,Vilniaus servisas,11.06
418955,10/11/2018,AKU-1822358,A0005460613,J?gos kabelis 280mm su pliusine klema (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,30
463924,10/11/2018,AKU-1822365,A9435420034,Laikiklis skarda po FM (naudota),1,vnt.,1.00 vnt.,Vilniaus servisas,15
486491,10/9/2018,AKU-1822143,A5410707832,Kuro vamzdelis gr?žtamas tarp galv?(naudotas),0.5,vnt.,0.50 vnt.,Siauliu servisas,25
500358,10/10/2018,AKU-1822317,A0075457524,Variklio stabdžio jungiklis (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,40
523744,10/10/2018,AKU-1822330,A9423341501,Stebul? priek. (naudota)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,145.5
524886,10/11/2018,AKU-1822390,A9416600777,Laipto laikiklis vamzdis d.p. (anudotas),1,vnt.,1.00 vnt.,Kauno realizacija,37.2
525172,10/10/2018,AKU-1822300,A9463560226,Veržl? stebul?s G (naudota),2,vnt.,2.00 vnt.,Vilniaus realizacija,6
538952,10/11/2018,AKU-1822409,A0014295544,Oro sistemos vožtuvas (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,50
542939,10/11/2018,AKU-1822439,A0034203624,Stabdži? kamera priekis  (naudotas),1,vnt.,1.00 vnt.,Klaipedos realizacija,75
548594,10/11/2018,AKU-1822365,A9417203606,Dur? prailginimo laikiklis d.p (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,15
559749,10/11/2018,AKU-1822363,A0007200179,Stiklo pakel?jas d.p.MP2 (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,92
573156,10/9/2018,AKU-1822188,A9417200127,Laikiklis ribotuvo k.p. (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,13.95
578229,10/11/2018,AKU-1822365,A9416604631,Laipto laikiklis gal.d.p (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,25
580423,10/11/2018,AKU-1822365,A9416102836,Laipto laikiklis priek.virš.dešnys(naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,25
581741,10/9/2018,AKU-1822232,A0055457914,Daviklis ,1,vnt.,1.00 vnt.,Kauno servisas,102.22
583490,10/11/2018,AKU-1822365,A9425500740,Pak?limo pompos laikiklis (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,20
583709,10/14/2018,AKU-1822604,A5411402664,Oro vamzdelis variklio gesinimo sklend?s (naudotas),1,vnt.,1.00 vnt.,Siauliu servisas,15
598908,10/9/2018,AKU-1822208,2953,Antgalis vairo trauk?s k.p. FEBI,1,vnt.,1.00 vnt.,Klaipedos servisas,13.68
601888,10/12/2018,AKU-1822516,A0015408638,ABS laido ilgintuvas 379cm (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,10.16
607782,10/10/2018,AKU-1822263,A94388505267354,Pr. bamperio viršutinis laiptelis. pilkas,1,vnt.,1.00 vnt.,Vilniaus realizacija,96.9
610403,10/10/2018,AKU-1822287,A90669012829B51,Apdaila d.p,1,vnt.,1.00 vnt.,Kauno realizacija,17.36
617554,10/11/2018,AKU-1822365,A9438200156,Priešr?kinis žibintas D,1,vnt.,1.00 vnt.,Vilniaus servisas,104.34
617634,10/12/2018,AKU-1822476,A9305010182,Aušin sistem žarna išsipl?timo bakelis - vandens pompa (naudota),1,vnt.,1.00 vnt.,Klaipedos realizacija,7.62
640389,10/10/2018,AKU-1822300,A9463560152,Poveržl? prie guolio (naudota),1,vnt.,1.00 vnt.,Vilniaus realizacija,4
