130261,11/8/2018,AKU-1824694,A3662000804,Remontinis komplektas vandens siurblio,1,vnt.,1.00 vnt.,Konkursu projektai,156.11
163746,11/7/2018,AKU-1824489,A4570302637,St?moklin? grup? AKCIJA,1,vnt.,1.00 vnt.,Kauno servisas,416.99
247406,11/11/2018,AKU-1824847,510700744,Veržl? su fiksacija DIN985-10M 8c,1,vnt.,1.00 vnt.,Siauliu servisas,0.75
265554,11/6/2018,AKU-1824460,KAISTIS817,Tvirtinimo elementas,13,vnt.,13.00 vnt.,Siauliu servisas,0.75
285464,11/5/2018,AKU-1824259,A9438801136,Apdailos juostel? (naudota),1,vnt.,1.00 vnt.,Siauliu realizacija,30
385814,11/8/2018,AKU-1824708,N910105012011,Varžtas,4,vnt.,4.00 vnt.,Klaipedos servisas,7.42
429043,11/11/2018,AKU-1824835,A5412050040,Laikiklis (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus servisas,9.3
442668,11/11/2018,AKU-1824861,A0044299444,Vožtuvas 3/2 (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,30
444995,11/8/2018,AKU-1824671,A9738870198,Sandarinimas vandens nutek?jimo (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,4.6
455670,11/6/2018,AKU-1824393,A9436880106,Apdengimas prie pedal? d.p(naudotas),1,vnt.,1.00 vnt.,Kauno servisas,10
462634,11/5/2018,AKU-1824308,A0005460613,J?gos kabelis 170cm (naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,15.3
496038,11/5/2018,AKU-1824316,713667030,Pusašio guolio kompl. Sprinter <-06m FAG,1,kompl.,1.00 kompl.,Siauliu servisas,44.57
515605,11/9/2018,AKU-1824749,A9438850036,Bamperio laikiklis k.p. (nauotas),1,vnt.,1.00 vnt.,Siauliu realizacija,27
515944,11/6/2018,AKU-1824409,A5410560404,Vožtuvas dekompresini? vožtuv? (naudotas),1,vnt.,1.00 vnt.,Klaipedos servisas,19.4
519478,11/6/2018,AKU-1824463,A0004460424,Valdymo blokas FSS II  (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,57
522198,11/6/2018,AKU-1824391,2.21E+12,Temp. reguliatorius 24/12V AIRTRONIC,1,vnt.,1.00 vnt.,Kauno realizacija,51.28
525030,11/8/2018,AKU-1824699,LAK307,Filtras salono MAHLE,1,vnt.,1.00 vnt.,Vilniaus servisas,13.36
538608,11/7/2018,AKU-1824576,A9042000622,Mova termo (naudota),1,vnt.,1.00 vnt.,Kauno realizacija,92
539654,11/9/2018,AKU-1824762,A0078300661,Aut.šildytuvas AIRTOP 2000 ST (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,279
559097,11/6/2018,DKS-0008056,A2515051361,Ortakis,1,vnt.,1.00 vnt.,Siauliu servisas,12.61
560326,11/9/2018,AKU-1824735,N910139000002,Lemput? xenon D1S Osram (naudota),1,vnt.,1.00 vnt.,Siauliu realizacija,36.8
562821,11/8/2018,AKU-1824694,A437997004639,Riebokšlis,1,vnt.,1.00 vnt.,Konkursu projektai,15.86
569369,11/5/2018,AKU-1824294,A0155427617,Tachografo daviklis ANALOGINIS (naudotas)PJM,1,vnt.,1.00 vnt.,Kauno servisas,45
571285,11/8/2018,AKU-1824694,A6021420080,Tarpin? kolektoriaus išmetimo,1,vnt.,1.00 vnt.,Konkursu projektai,2.54
577084,11/9/2018,AKU-1824749,A9438850136,Bamperio laikiklis d.p. (naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,27
578476,11/6/2018,AKU-1824414,A9438101523,Užuolaida k.p. (naudota),1,vnt.,1.00 vnt.,Kauno realizacija,13.5
583726,11/8/2018,AKU-1824716,A9413230763,Stabilizatoriaus trauk?s laikiklis (naudotas)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,22.5
