4422,10/24/2018,AKU-1823443,A6110980626,Sklend? ,1,vnt.,1.00 vnt.,Vilniaus realizacija,3.8
13660,10/22/2018,AKU-1823289,A2108201056,@Žibintas papildomas stop W210 AKCIJA,1,vnt.,1.00 vnt.,Nepaskirstytas verslo centras,76.61
223031,10/24/2018,AKU-1823406,A0004464336,Blokas EPB (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,384
235869,10/22/2018,AKU-1823147,2.51895E+12,Perkaitinimo daviklis NV,1,vnt.,1.00 vnt.,Klaipedos realizacija,35.04
256616,10/24/2018,AKU-1823495,54500387,Gofra el. instaliacijai,3,m.,3.00 m.,Klaipedos servisas,0.6
270883,10/25/2018,AKU-1823519,VPL,Ventilio prailgintojo laikiklis,1,vnt.,1.00 vnt.,Vilniaus servisas,2.2
381291,10/22/2018,AKU-1823247,5AM,Saugiklis mini 5A,1,vnt.,1.00 vnt.,Siauliu servisas,0.17
408019,10/26/2018,AKU-1823632,A9435452707,"Jungiklis ""Šviesa"" (naudotas)",1,vnt.,1.00 vnt.,Vilniaus realizacija,15
415865,10/26/2018,DKS-0008013,A0005404544,Oro filtro daviklis (naudotas),1,vnt.,1.00 vnt.,Klaipedos realizacija,12.88
420859,10/24/2018,AKU-1823410,98825,Nefrasas,1,vnt.,1.00 vnt.,Siauliu servisas,2.04
429783,10/22/2018,AKU-1823177,23100046,Priekinis žibinto stiklas DP AKCIJA,1,vnt.,1.00 vnt.,Kauno realizacija,8.26
432709,10/26/2018,AKU-1823627,A9425282507,Oro ?siurbimo vamzdis (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,24
442050,10/26/2018,AKU-1823697,21764937,!Filtras kuro. smulkaus valymo,1,vnt.,1.00 vnt.,Klaipedos realizacija,19
442723,10/28/2018,AKU-1823752,A0025429918,Daviklis,1,vnt.,1.00 vnt.,Vilniaus servisas,90
443425,10/23/2018,AKU-1823370,A5411882704,Tepalo filtro korpusas (naudotas) PJM,1,vnt.,1.00 vnt.,Kauno realizacija,138
444718,10/27/2018,AKU-1823735,A6460161221,Tarpin? vožtuv? dangtelio,1,vnt.,1.00 vnt.,Vilniaus servisas,20.79
455963,10/27/2018,AKU-1823733,A4700902752,Filtras kuro MP4 AKCIJA,1,vnt.,1.00 vnt.,Klaipedos realizacija,13.52
456796,10/25/2018,AKU-1823617,A3872622473,Fiksuojantis žiedas,1,vnt.,1.00 vnt.,Siauliu servisas,4.13
468283,10/22/2018,AKU-1823212,A9418300415,Kondicionieriaus žarnel? (naudota),1,vnt.,1.00 vnt.,Siauliu realizacija,27.6
476252,10/26/2018,AKU-1823697,21764937,!Filtras kuro. smulkaus valymo,4,vnt.,4.00 vnt.,Klaipedos realizacija,76
477005,10/26/2018,AKU-1823697,21764937,!Filtras kuro. smulkaus valymo,1,vnt.,1.00 vnt.,Klaipedos realizacija,19
483624,10/22/2018,AKU-1823217,A6842950174,Sankabos cilindro pirštas (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,2
485164,10/26/2018,AKU-1823697,21764937,!Filtras kuro. smulkaus valymo,5,vnt.,5.00 vnt.,Klaipedos realizacija,95
487782,10/24/2018,AKU-1823467,A5410700235,Kuro vamzdelis (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,15
509575,10/26/2018,AKU-1823699,A5412340939,Kronšteinas kompresoriaus aliuminis (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,82.8
530651,10/26/2018,AKU-1823689,A9433340945,Stebul?s flanšas (naudotas)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,90
538925,10/22/2018,AKU-1823253,A0035441632,Pos?ki? rel? TB 59 (naudota),1,vnt.,1.00 vnt.,Kauno servisas,20
573606,10/26/2018,AKU-1823683,392442T,Laidas tachografo,1,vnt.,1.00 vnt.,Siauliu realizacija,27.46
577037,10/24/2018,AKU-1823461,A9435454507,Jungiklis kondicionieriaus (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,10
579786,10/25/2018,DKS-0008002,A9422550017,Reguliuojamas sank cilind pirštas (naudotas),1,vnt.,1.00 vnt.,Siauliu servisas,4.96
581099,10/24/2018,AKU-1823412,A9433340945,Stebul?s flanšas (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus servisas,90
585513,10/28/2018,AKU-1823749,A9414301540DEF,Juosta tvirtint resiveriui (naudota),1,vnt.,1.00 vnt.,Kauno servisas,9
600142,10/25/2018,AKU-1823514,641421,Apkaba žarnai 26-38mm ,2,vnt.,2.00 vnt.,Vilniaus servisas,2.07
607018,10/28/2018,AKU-1823749,A9703101863,Kabinos laikiklis priek d.p (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,25.2
612048,10/25/2018,AKU-1823617,18885,Antgalis skersin?s vairo trauk?s FEBI,1,vnt.,1.00 vnt.,Siauliu servisas,17.98
