10308,10/29/2018,AKU-1823827,204835,Aukš?io sensorius FH/FM (0504002112) KNORR AKCIJA,2,vnt.,2.00 vnt.,Nepaskirstytas verslo centras,64.84
13659,11/1/2018,AKU-1824136,A2108201056,Žibintas papildomas STOP. W210 AKCIJA,1,vnt.,1.00 vnt.,Nepaskirstytas verslo centras,75.87
57480,10/31/2018,AKU-1824101,1075399,Kabinos stabilizatoriaus R.K. SMILE,1,vnt.,1.00 vnt.,Siauliu servisas,32.66
58089,10/31/2018,AKU-1824101,1075399,Kabinos R.K.,0.7,vnt.,0.70 vnt.,Siauliu servisas,13.45
113110,10/29/2018,AKU-1823827,1312695,Kabinos amortizatorius SACHS,2,vnt.,2.00 vnt.,Nepaskirstytas verslo centras,65.07
158043,11/4/2018,AKU-1824218,A0025423118,!*Daviklis ABS kampu kompl. 400 mm AKCIJA,1,vnt.,1.00 vnt.,Kauno servisas,37.03
233361,10/30/2018,AKU-1823949,A0005429125,Konverteris 24/12V 18A (naudotos),1,vnt.,1.00 vnt.,Siauliu realizacija,13.8
256274,11/3/2018,AKU-1824193,2.25102E+11,Valdymo blokas Airtronic D4S,1,vnt.,1.00 vnt.,Kauno realizacija,192.66
267183,10/29/2018,AKU-1823827,08-01-00-1186,Amortizatorius Volvo priekinis SACHS AKCIJA,2,vnt.,2.00 vnt.,Nepaskirstytas verslo centras,93.77
303072,10/30/2018,AKU-1823914,298140,Žarna 5.5mm,0.5,m.,0.50 m.,Klaipedos servisas,4.6
371578,10/29/2018,AKU-1823854,KAISTIS817,Tvirtinimo elementas,4,vnt.,4.00 vnt.,Siauliu servisas,2.68
444471,10/31/2018,AKU-1824008,A9408813201,Apdengimas (naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,30
459199,10/29/2018,AKU-1823783,A9019900047,Spyruoklin? poveržl? 8mm,1,vnt.,1.00 vnt.,Siauliu servisas,1.06
462698,10/31/2018,AKU-1824056,A9463560701,Stebul? galin? (naudota)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,135
463916,11/3/2018,AKU-1824188,A9455429240,Laikiklis FM (naudota),1,vnt.,1.00 vnt.,Siauliu realizacija,15
481620,10/29/2018,AKU-1823874,2VD 007 500-411,Kombinuotas galinis žibintas; kombinuotas galinis  HELLA,1,vnt.,1.00 vnt.,Klaipedos realizacija,71.8
491111,10/29/2018,AKU-1823827,14-04-05-0119,Pakabos lygio daviklis RVI,1,vnt.,1.00 vnt.,Nepaskirstytas verslo centras,31.38
503603,11/2/2018,AKU-1824138,A0007201737,Dur? vyris apatinis k.p. MP4 ŽALIAS (naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,60
508425,11/2/2018,AKU-1824135,A5411402864,Vamzdelis Ad-Blue (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,6
508825,10/31/2018,DKS-0008038,A9416840918,Apdaila prie slenks?io  k.p. (naudota),1,vnt.,1.00 vnt.,Kauno realizacija,10
509634,10/29/2018,AKU-1823829,65210A,Kuro siurblys HL18/24 AT2000 24V (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,29.1
509653,11/2/2018,AKU-1824089,A9418300315,Vamzdis kondicionieriaus (naudotas),1,vnt.,1.00 vnt.,Vilniaus realizacija,40
544287,10/31/2018,AKU-1824056,A0004319413,Priekabos valdymo vožtuvas (naudotas)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,135
546972,11/2/2018,AKU-1824089,A0038301984,Pe?iuko reguliavimo vožtuvas (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,20
549257,10/29/2018,AKU-1823834,A0008300720,+Salono pe?iuko radiatorius (naudotas)PJM,1,vnt.,1.00 vnt.,Kauno servisas,45
570704,11/2/2018,AKU-1824149,A9324600200,Hidraulinis blokas  (naudotas) sk. pastabas,1,vnt.,1.00 vnt.,Vilniaus realizacija,400
575509,10/30/2018,AKU-1823934,A0005429218,Daviklis puseli? (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,42.75
575865,11/4/2018,AKU-1824216,A9324601424 ,Vairo stiprint vamzdelis padavimas ? kolon?le(naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,13.95
575915,11/2/2018,AKU-1824363,A9412605162,Laikiklis (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,3.52
589701,10/31/2018,AKU-1824065,A205780027528,B?gelis d.p,1,vnt.,1.00 vnt.,Klaipedos realizacija,171.81
592310,10/30/2018,AKU-1823882,CS1269,!Starteris Actros ,1,vnt.,1.00 vnt.,Klaipedos servisas,196.69
594633,10/30/2018,AKU-1823917,A2128850124,Priek.bamperio centr.grotel?s,1,vnt.,1.00 vnt.,Kauno realizacija,34.81
600882,11/4/2018,AKU-1824212,A9433340945,Stebul?s flanšas (naudotas)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,90
608392,10/29/2018,AKU-1823783,A9435450404,Blokiruot?s jungtukas (naudotas),1,vnt.,1.00 vnt.,Siauliu servisas,37.2
630496,11/2/2018,AKU-1824363,N910143010000,Varžtas M10x45 (naudotas) ,2,vnt.,2.00 vnt.,Kauno servisas,1.76
