4796,2018-10-04,AKU-1821872,A6735281582,Žarna AKCIJA,1.00,vnt.,1.00 vnt.,Klaipedos realizacija,23.96
21598,2018-10-04,AKU-1821813,A5412010031,Duslintuvo vamzdis (naudotas),1.00,vnt.,1.00 vnt.,Siauliu servisas,7.24
292429,2018-10-04,AKU-1821842,OS5,Jungtis ,2.00,vnt.,2.00 vnt.,Siauliu servisas,4.17
389233,2018-10-06,AKU-1821993,52272-S,Poveržl? dviguba,4.00,vnt.,4.00 vnt.,Vilniaus servisas,2.80
408793,2018-10-01,AKU-1821521,A9437500518,Radiatoriaus grotel?s (naudotos),1.00,vnt.,1.00 vnt.,Klaipedos realizacija,60.00
426551,2018-10-02,AKU-1821699,422159,Žibintas pr. k.p. MP3 HELLA,1.00,vnt.,1.00 vnt.,Klaipedos servisas,185.49
495787,2018-10-01,AKU-1821490,A3814927604,Duslintuvo galinis vamzdis,1.00,vnt.,1.00 vnt.,Kauno realizacija,83.34
496304,2018-10-01,AKU-1821521,A9438850325,Bamperio pažeminimas k.p. SIDABRINIS(naudotas),1.00,vnt.,1.00 vnt.,Klaipedos realizacija,6.00
497941,2018-10-01,AKU-1821521,A9416605031,Laipto laikiklis priek.d.p (naudotas),1.00,vnt.,1.00 vnt.,Klaipedos realizacija,10.00
511095,2018-10-06,AKU-1822011,KC 429 D,Filtras kuro MAHLE,1.00,vnt.,1.00 vnt.,Kauno servisas,29.65
523693,2018-10-01,AKU-1821572,A94388417227C72,Apdaila k.p. kampo vidin?,1.00,vnt.,1.00 vnt.,Kauno servisas,93.42
549113,2018-10-02,AKU-1821580,A9415410024,Akumuliatori? tvirtinimo komplektas (naudotas),1.00,vnt.,1.00 vnt.,Klaipedos realizacija,9.00
549918,2018-10-02,AKU-1821578,A0005016415,Kamštis išsipl?timo bakelio (naudotas),1.00,vnt.,1.00 vnt.,Vilniaus servisas,3.72
566486,2018-10-03,AKU-1821748,A9423341501,Stebul? PRIEKIN?. A9423341201(naudota)PJM,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,130.00
566520,2018-10-03,AKU-1821706,A9428906283,Kabinos kronšteinas d.p (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,91.00
574712,2018-10-03,AKU-1821706,A9428914920,Kabinos kronšteinas k.p (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,91.00
574748,2018-10-03,AKU-1821748,A9423341501,Stebul? priek. (naudota)PJM,1.00,vnt.,1.00 vnt.,Vilniaus realizacija,130.00
576356,2018-10-02,AKU-1821664,A9018300042,Ventiliacin?s grotel?s komplektas (naudotos),1.00,vnt.,1.00 vnt.,Vilniaus realizacija,5.82
585024,2018-10-05,AKU-1821989,330035T,Tachografo daviklis L=19.8,1.00,vnt.,1.00 vnt.,Vilniaus servisas,123.97
586808,2018-10-03,AKU-1821718,A0019975271,Sankabos žarnel?s tvirtinimo štuceris ant cilindro (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,16.53
594012,2018-10-01,AKU-1821521,A9413310526,Ling?s padas su guma atramine(naudotas),1.00,vnt.,1.00 vnt.,Klaipedos realizacija,15.00
601709,2018-10-03,AKU-1821731,A9435452007,Automobilio suk?limo jungiklis (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,19.00
604371,2018-10-02,AKU-1821639,A9438690320,Lang? apiplovimo bakelis PJM (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,23.75
605004,2018-10-03,AKU-1821706,A9303100322,Balkis priekinis (naudotas),1.00,vnt.,1.00 vnt.,Kauno realizacija,91.00
