9494,11/29/2018,AKU-1826462,253168,Kuro filtras WIX,1,vnt.,1.00 vnt.,Kauno servisas,10.6
9634,11/27/2018,AKU-1826242,BM04C1022,?ranki? d?ž?s dangtis D.p. AKCIJA N3,1,vnt.,1.00 vnt.,Klaipedos realizacija,11.85
103131,11/29/2018,AKU-1826441,540139,Termo vamzdelis,2,vnt.,2.00 vnt.,Siauliu servisas,2.84
217936,11/26/2018,AKU-1826133,A9408901225,?ranki? d?ž?s apdaila D.p. (naudota),1,vnt.,1.00 vnt.,Klaipedos realizacija,46.92
234262,11/28/2018,AKU-1826343,1.02114E+12,Oro vamzdis 90mm ,0.6,m.,0.60 m.,Vilniaus servisas,6.16
352762,11/26/2018,AKU-1826133,A94079002449135,Spoileris AKCIJA,1,vnt.,1.00 vnt.,Klaipedos realizacija,192.7
457067,11/26/2018,AKU-1826039,A9413000104,Akseleratoriaus p?dalas (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,82.8
475462,11/27/2018,AKU-1826227,A0048308261,Autonominis šildytuvas AT2000 (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,270
493104,11/26/2018,AKU-1826085,16617,Sujungimas T formos M16 3G,1,vnt.,1.00 vnt.,Klaipedos servisas,4.08
510690,11/26/2018,AKU-1826113,A2306205234,@Radiatoriaus laikiklis,1,vnt.,1.00 vnt.,Nepaskirstytas verslo centras,168.13
517553,11/26/2018,AKU-1826127,A9429900114,Varžtas suporto su centravimu (naudotas),1,vnt.,1.00 vnt.,Klaipedos servisas,3.68
520565,11/26/2018,AKU-1826044,A0028308508,Varikliukas Hydronic D5WS.WZ  MB 906 8.4V,1,vnt.,1.00 vnt.,Vilniaus servisas,218.06
525236,11/28/2018,AKU-1826314,561260,Varžtas,3,vnt.,3.00 vnt.,Siauliu servisas,2.45
525289,11/26/2018,AKU-1826135,A0007200179,Stiklo pakel?jas d.p.MP2 (naudotas),1,vnt.,1.00 vnt.,Klaipedos servisas,95
530329,11/30/2018,AKU-1826482,A9423100283,Kabinos užraktas su davikliu (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,28.5
543455,11/30/2018,AKU-1826495,A9434600049,Vairo kontaktai (naudotas)PJM,1,vnt.,1.00 vnt.,Klaipedos realizacija,40.5
555208,11/26/2018,AKU-1825728,12-01-03-0651,Generatoriaus r?l? 28V BOSCH,1,vnt.,1.00 vnt.,Kauno servisas,23.61
558084,11/27/2018,AKU-1826172,3646,Tvirtinimo dirželis,10,vnt.,10.00 vnt.,Siauliu servisas,0.41
572989,11/29/2018,AKU-1826378,A9019900047,Spyruoklin? poveržl? 508D 14.5x26x6,2,vnt.,2.00 vnt.,Vilniaus realizacija,2.25
572993,11/29/2018,AKU-1826378,N074361014205,Rato veržl? 508,2,vnt.,2.00 vnt.,Vilniaus realizacija,3.34
576532,11/29/2018,AKU-1826378,A9019900047,Spyruoklin? poveržl? 508D 14.5x26x6,3,vnt.,3.00 vnt.,Vilniaus realizacija,3.37
617920,11/28/2018,AKU-1826352,LA 148 ,Salono oro filtras MAHLE,1,vnt.,1.00 vnt.,Siauliu servisas,8.05
630517,11/27/2018,AKU-1826227,A9436801106,Apdaila (naudota),1,vnt.,1.00 vnt.,Kauno realizacija,9
640234,11/26/2018,AKU-1826088,A0015458313,Pagalvi? valdymo pultas MP3-5 (naudotas),1,vnt.,1.00 vnt.,Vilniaus realizacija,82.8
643441,11/27/2018,AKU-1826153,A0022950806,Sankabos cilindras prie pedalo (naudotas),1,vnt.,1.00 vnt.,Vilniaus realizacija,55
647573,11/29/2018,AKU-1826378,A6684010071,Rato smeig? VARIO,4,vnt.,4.00 vnt.,Vilniaus realizacija,15.51
651719,11/27/2018,AKU-1826251,A0054208924,Stabdži? kamera d.p. T20 (naudotas),1,vnt.,1.00 vnt.,Vilniaus servisas,27.9
655925,11/30/2018,AKU-1826636,A9438840160,Grotel?s d.p. ? bamper? MP3(naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,6
656634,11/26/2018,AKU-1826087,336831B,Jungtis tiesi hermetiška (GELT)1,8,vnt.,8.00 vnt.,Vilniaus servisas,3.08
659825,11/27/2018,AKU-1826227,A9436801906,Apdengimas (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,31.5
660170,11/27/2018,AKU-1826222,16-03-02-0052,Ventiliatorius D1LCc 24V TRP,1,vnt.,1.00 vnt.,Siauliu servisas,204.78
664988,11/29/2018,AKU-1826385,A0059971236,Vožtuvas elektromagnetinis (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,46
667216,11/28/2018,AKU-1826281,L7507P10,Autolemput? 21W12V geltona OSRAM,1,vnt.,1.00 vnt.,Klaipedos servisas,0.94
671559,11/28/2018,AKU-1826296,A0085450924,Jungiklis tempometro (naudotas),1,vnt.,1.00 vnt.,Siauliu realizacija,20
674959,11/30/2018,AKU-1826578,21155,Stabdži? diskas pr. Atego FEBI,1,vnt.,1.00 vnt.,Klaipedos servisas,61.04
676729,11/27/2018,AKU-1826189,1320203A,S?varža išmetimo vamzdžiui 30-33 mm,1,vnt.,1.00 vnt.,Vilniaus servisas,3.54
677319,11/27/2018,AKU-1826162,A94179352149148,Laikiklis,1,vnt.,1.00 vnt.,Siauliu realizacija,53.69
677694,11/26/2018,AKU-1826127,A0044209483GAL,Stabdži? suportas gal. d.p MP (naudotas)PJM,1,vnt.,1.00 vnt.,Klaipedos servisas,184
682458,11/27/2018,AKU-1826225,A9418300196,Salono šildymo žarna padavimas(naudota),1,vnt.,1.00 vnt.,Kauno realizacija,9.3
688223,11/28/2018,AKU-1826324,A9424904119,Duslintuvo vamzdis ,1,vnt.,1.00 vnt.,Kauno servisas,173.19
691254,11/26/2018,AKU-1826053,A2058851065,Bamperio sustiprinimas apatinis,1,vnt.,1.00 vnt.,Kauno realizacija,28.93
692549,11/28/2018,AKU-1826343,2.21E+11,Išp?timo grotel?s 75/90 EBERSPACHER,1,vnt.,1.00 vnt.,Vilniaus servisas,8.72
699678,11/27/2018,AKU-1826256,A0054293244,Vožtuvas sl?gio reguliavimo pakelimos ašies (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,104.5
699879,11/27/2018,AKU-1826227,A9436801706,Apdengimas centrin? tarp pedal?(naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,9
702111,11/29/2018,AKU-1826385,A0049978536,Elektromagnetinis vožtuvas (naudotos),1,vnt.,1.00 vnt.,Vilniaus realizacija,46
713735,11/30/2018,AKU-1826538,A9424660681,Vairo stiprintuvo sistemos žarna stora,1,vnt.,1.00 vnt.,Kauno servisas,3.2
717819,11/28/2018,AKU-1826345,A4570160221,Dangtelio tarpin? ,1,vnt.,1.00 vnt.,Kauno servisas,7.78
724906,11/27/2018,AKU-1826223,A6062020022,Dangtelis,1,vnt.,1.00 vnt.,Vilniaus realizacija,0.88
726280,11/30/2018,AKU-1826480,A0005446511,Žibintas šoninio gabarito d.p.,1,vnt.,1.00 vnt.,Klaipedos realizacija,20.81
729792,11/30/2018,AKU-1826549,A0000188235,?vor? balno kojoms Kompl.,1,vnt.,1.00 vnt.,Siauliu servisas,47.5
731610,11/28/2018,AKU-1826317,A9408801814,Laikiklis k.p (nudotas),1,vnt.,1.00 vnt.,Kauno realizacija,6
735960,11/26/2018,AKU-1826110,A0030100651,!+Purkštukas Euro 5 AKCIJA,1,vnt.,1.00 vnt.,Kauno servisas,215.7
742389,11/28/2018,AKU-1826279,A2215050030,Ortakis,1,vnt.,1.00 vnt.,Kauno realizacija,41.39
749976,11/26/2018,AKU-1826023,A0035459605,R?l? komutacin? (naudotas),1,vnt.,1.00 vnt.,Klaipedos servisas,6
750179,11/28/2018,AKU-1826259,A9703560415,ABS žiedas,2,vnt.,2.00 vnt.,Kauno servisas,58.84
751192,11/26/2018,AKU-1826092,A9463560701,Stebul? galin? MP3-6 (naudota)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,150
751381,11/28/2018,AKU-1826345,A457016022164,Dangtelio tarpin? ,2,vnt.,2.00 vnt.,Kauno servisas,15.57
755967,11/29/2018,AKU-1826419,A9344750003,Bako kronšteinas  (naudotas),1,vnt.,1.00 vnt.,Kauno servisas,55.8
757293,11/29/2018,AKU-1826385,A0059971236,Vožtuvas elektromagnetinis (naudotas)PJM,1,vnt.,1.00 vnt.,Vilniaus realizacija,46
763616,11/29/2018,AKU-1826459,REMELIS,Plombavimo dangtelis,2,vnt.,2.00 vnt.,Siauliu servisas,3.4
768878,11/28/2018,AKU-1826316,768456,Saugiklis mini 10A raudonas,2,vnt.,2.00 vnt.,Klaipedos servisas,1.73
768879,11/28/2018,AKU-1826316,768464,Saugiklis mini 15A šv. m?lynas,3,vnt.,3.00 vnt.,Klaipedos servisas,2.59
771908,11/26/2018,AKU-1826043,A0034315706,Keturi? kont?r? apsauginis vožtuvas WABCO (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,150
775425,11/27/2018,AKU-1826234,A0085450124,Posuki? - valytuv? perjungimo rankena AT44 (naudota)PJM,1,vnt.,1.00 vnt.,Klaipedos servisas,60
777702,11/28/2018,AKU-1826345,A457016022164,Dangtelio tarpin? ,1,vnt.,1.00 vnt.,Kauno servisas,7.78
781316,11/26/2018,AKU-1826140,A0019957510,S?varža 130x15.8mm (naudota),1,vnt.,1.00 vnt.,Siauliu servisas,2.85
781815,11/29/2018,AKU-1826472,A0059971236,Vožtuvas elektromagnetinis (naudotas)PJM,1,vnt.,1.00 vnt.,Kauno servisas,50
783516,11/27/2018,AKU-1826237,A5410502101,Skirstymo velenas Euro 5 (naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,900
784779,11/26/2018,AKU-1826036,7811224AKIT,Šildytuvo AT 2000 STC D 24V Basic kompl. WEBASTO AKCIJA,1,vnt.,1.00 vnt.,Siauliu realizacija,539
784894,11/27/2018,AKU-1826169,A0008603247,Purkštukas lang? apiplovimo k.p(naudotas),1,vnt.,1.00 vnt.,Kauno servisas,5.52
794256,11/26/2018,AKU-1826091,A0028302408,Ventiliatorius AT SENO TIPO(naudotas),1,vnt.,1.00 vnt.,Kauno realizacija,100
794304,11/29/2018,AKU-1826441,00540109W,Saugiklis,2,vnt.,2.00 vnt.,Siauliu servisas,1.9
796958,11/29/2018,AKU-1826376,A0040946904,Oro filtras Actros MP4 AKCIJA,1,vnt.,1.00 vnt.,Kauno servisas,119.45
798724,11/29/2018,AKU-1826379,A9438100523,Užuolaida d.p. (naudota),1,vnt.,1.00 vnt.,Kauno servisas,9.3
798845,11/29/2018,AKU-1826412,A0129970545,Sandarinimo žied? kompl. 9x2mm,1,vnt.,1.00 vnt.,Siauliu realizacija,1.89
799339,11/29/2018,AKU-1826381,2.51908E+11,Kuro siurblys 24V D1LC-D1LCc NAUJAS,1,vnt.,1.00 vnt.,Siauliu realizacija,57.25
801612,11/29/2018,AKU-1826441,L6424,Lemput? 24V 5W 40mm OSRAM,3,vnt.,3.00 vnt.,Siauliu servisas,2.33
804109,11/28/2018,AKU-1826289,13995,Oro pagalv? TRAILERLINE,1,vnt.,1.00 vnt.,Kauno servisas,79.79
804538,11/29/2018,AKU-1826438,1322847A,Degiklio vamzdis DW80/T90/T90 ST WEBASTO,1,vnt.,1.00 vnt.,Vilniaus servisas,105.4
805183,11/27/2018,AKU-1826254,L5008,Lemput? 12V 10W OSRAM,1,vnt.,1.00 vnt.,Klaipedos servisas,0.48
807304,11/29/2018,DKS-0008190,GH001,Žvak? 8V Hydronic E133 EBERSPACHER,1,vnt.,1.00 vnt.,Klaipedos realizacija,27.27
807459,11/29/2018,AKU-1826378,1472,K?ginis žiedas FEBI,6,vnt.,6.00 vnt.,Vilniaus realizacija,0.68
807461,11/29/2018,AKU-1826378,A9019900047,Spyruoklin? poveržl? 508D 14.5x26x6,1,vnt.,1.00 vnt.,Vilniaus realizacija,1.12
807698,11/29/2018,AKU-1826476,9030025C,Laikrodis MultiControl HD 12/24V 7 dien? WEBASTO AKCIJA,1,vnt.,1.00 vnt.,Vilniaus servisas,64.1
